First Name,Last Name,Gender,Age,City,State,Region,Order ID,Quantity of Goods,Price per Item,Order Date,Total Price,Payment Method,Payment ID,Category of Good,Name of Good,Rating of Good,Quantity of Reviews,Carrier,Shipment Date,Shipment Status,% of Discount,Discount Reason,Effective Price,Delivery Speed,Customer Type,Return Status,Last Purchase Date,Promo Code Used,Shipping Cost,City and State
Deborah,Peterson,Non-binary,45,Dayton,Ohio,West,d2d3b04b-9fa5-4fbb-bb93-697bff33d1a5,10,189.39,28/01/2023,1893.9,Cash,f257cd0b-4a9b-41de-9c74-2c01698cbe84,Sports,Helmet,2.4676101390617213,278,FedEx,15/12/2024,In Transit,15,Birthday,1348.46,Same Day,Returning,Yes,12/05/2024,Yes,146.33,"Dayton, Ohio"
David,Dixon,Female,45,Fort Lauderdale,Florida,North,19096160-bb49-4554-8caa-513991d3da4e,5,152.32,22/01/2022,761.6,Online,1670cbcf-3cd5-49f9-8889-0fbd90251fe1,Books,Textbook,4.691966374066066,344,FedEx,17/09/2023,Cancelled,15,Birthday,477.37,Express,VIP,Yes,03/02/2024,No,650.67,"Fort Lauderdale, Florida"
Laura,Garcia,Male,68,Fayetteville,North Carolina,North,e9a4a2cc-362d-4ea6-8727-4e831ca6c691,3,460.47,19/05/2024,1381.41,Card,cfe6528b-8a43-43b1-a9b7-88ffa7e8716e,Electronics,TV,3.66433283504652,337,FedEx,12/08/2024,Delivered,50,Employee Discount,950.96,Standard,Returning,Yes,16/10/2024,No,32.35,"Fayetteville, North Carolina"
Nathan,Bennett,Female,24,Des Moines,Iowa,East,5104894a-a6a9-4aaa-82dc-4fe0af76203a,2,305.35,23/09/2022,610.7,Online,93327b1c-a07f-41a1-9c2d-0f4208a2338c,Furniture,Bench,3.537615866524479,280,FedEx,10/10/2022,Returned,10,Coupon,554.09,Express,Returning,No,21/11/2024,No,830.6,"Des Moines, Iowa"
Charles,Edwards,Non-binary,20,Orlando,Florida,West,f6c3ed80-83ea-47eb-a1f2-0481a3dd0e3d,3,378.47,04/01/2024,1135.41,Online,b5cbd6da-0765-4964-8304-ab11845bd43c,Sports,Gloves,2.6605491140500352,203,FedEx,06/07/2024,Delivered,50,Employee Discount,748.46,Express,New,No,17/04/2024,No,81.13,"Orlando, Florida"
Whitney,Mcconnell,Non-binary,56,York,Pennsylvania,South,90d7552e-1b8b-4960-90fe-352306467e9d,8,125.74,29/10/2023,1005.92,Online,a298e47e-ed5d-4ad6-9282-b0144135df4d,Books,Comic,3.513902321965803,485,UPS,04/05/2024,Returned,8,Discount Card,594.5,Express,New,Yes,21/12/2024,No,718.19,"York, Pennsylvania"
Brian,Davis,Female,28,Orlando,Florida,North,8c8ad63e-4c6b-4584-92b6-c054fb7c594d,5,209.23,26/06/2022,1046.15,Online,2f9b86c6-a818-4d90-a5c2-e4e6e6c84c96,Toys,RC Car,2.061947118033172,497,UPS,04/10/2024,Cancelled,10,Coupon,936.51,Express,New,No,24/05/2024,No,1131.54,"Orlando, Florida"
Tonya,Henry,Female,57,New York City,New York,East,2a2410b9-5f5a-439e-8df8-436ff8f19f4b,3,376.73,23/10/2023,1130.19,Online,42df969d-23fb-4101-aeeb-5f973413b0f5,Sports,Tennis Racket,1.3567360525580192,370,FedEx,19/07/2024,Returned,50,Employee Discount,824.7,Express,Returning,No,27/01/2024,Yes,74.85,"New York City, New York"
Ralph,Santiago,Non-binary,52,Joliet,Illinois,East,bb0c3df1-f3dd-4d96-a8df-b691a553a8cf,5,31.79,24/09/2024,158.95,Card,61399026-faee-48ab-9b60-228e6cb330e6,Books,Biography,1.4628526313091756,488,FedEx,16/12/2024,In Transit,50,Employee Discount,127.18,Express,VIP,Yes,30/12/2024,No,1317.98,"Joliet, Illinois"
David,Hayden,Female,42,York,Pennsylvania,South,93cee0e4-0257-4257-bf36-a48d0a927ecf,8,466.58,18/02/2023,3732.64,Cash,f9b96f61-7462-404a-a27e-2ef8141baab4,Books,Journal,4.74730812579833,357,UPS,20/06/2024,Returned,50,Employee Discount,2384.41,Express,VIP,Yes,05/12/2024,No,14.89,"York, Pennsylvania"
Monica,Frye,Female,25,Savannah,Georgia,South,d66883aa-be77-48f3-b12e-8c13f3088782,6,124.06,01/11/2023,744.36,Card,ee06999c-e19a-4b92-b114-17aa077c0731,Sports,Shoes,1.018969380337736,19,DHL,26/11/2024,Delivered,20,Seasonal Sale,577.77,Express,VIP,No,22/01/2024,No,309.71,"Savannah, Georgia"
Karen,Wade,Non-binary,48,Jacksonville,Florida,East,dd3be70c-c654-4e97-b14d-add6f1d5a1b3,1,31.55,29/11/2022,31.55,Online,767b4c72-688a-4489-8683-7dac30b1d26f,Furniture,Bench,3.537615866524479,144,UPS,23/03/2023,Returned,15,Birthday,24.99,Same Day,Returning,No,06/06/2024,No,246.69,"Jacksonville, Florida"
Brenda,Bennett,Male,36,Rockford,Illinois,South,8b3c6512-aba4-4931-b559-d73bf3faa75c,3,426.56,17/04/2023,1279.68,Online,07d2eb22-3b90-44a2-9f6a-48d0589703bc,Books,Biography,1.4628526313091756,438,UPS,02/12/2023,Returned,25,Clearance Sale,816.95,Same Day,New,No,16/11/2024,No,92.16,"Rockford, Illinois"
Samantha,Williams,Male,24,Everett,Washington,East,a1623f85-ecda-4694-91f0-07e59d0b173d,5,213.8,03/10/2023,1069.0,Online,e3673bc6-9b9b-4785-9be0-3428943dd836,Books,Journal,4.74730812579833,40,UPS,28/02/2024,Cancelled,10,Coupon,713.88,Express,VIP,Yes,29/11/2024,No,1023.19,"Everett, Washington"
Stephen,Atkins,Non-binary,18,Miami,Florida,West,0682a860-04cf-4db0-be1d-4ac6e81ca012,5,111.33,11/03/2022,556.65,Online,8fd11e2e-16cb-406c-9069-59df26f2496d,Furniture,Shelf,4.430551946980732,156,DHL,15/09/2024,Delivered,50,Employee Discount,331.32,Express,VIP,Yes,11/01/2024,Yes,336.81,"Miami, Florida"
April,Cruz,Non-binary,25,Lancaster,Pennsylvania,South,1481caa3-50b6-46e0-94a1-fd1857a49cb5,10,264.68,09/02/2022,2646.8,Online,510a56d4-b2b5-46df-837e-841e6c687bb7,Clothing,Socks,4.165264545266613,162,DHL,16/11/2023,Delivered,10,Coupon,1693.42,Same Day,New,No,13/12/2024,No,1071.62,"Lancaster, Pennsylvania"
Thomas,Wood,Male,22,Seattle,Washington,South,5751bcb8-6a34-4c5a-b76b-bfeecff24f41,5,210.68,27/06/2022,1053.4,Card,ba373ec4-706d-4997-8fe8-ddfe5fab00e1,Beauty,Perfume,4.48981981432217,403,UPS,12/02/2023,Delivered,15,Birthday,587.27,Same Day,New,No,22/09/2024,Yes,1181.12,"Seattle, Washington"
Jessica,White,Non-binary,44,Fresno,California,West,89810485-1774-4abf-8592-de38620ade8d,7,373.37,17/12/2022,2613.59,Online,3b8d9423-8b81-4d18-904c-e2b8666d80d1,Books,Biography,1.4628526313091756,187,UPS,25/03/2023,Cancelled,25,Clearance Sale,2449.46,Express,VIP,No,29/11/2024,Yes,1003.54,"Fresno, California"
Steven,Barrett,Non-binary,46,Newton,Massachusetts,West,6ad4d002-88ed-4c76-b7dc-839be8640aae,7,193.63,18/04/2024,1355.41,Card,609d690b-c9c9-44c6-bad6-ac1ea2d5e22d,Toys,Puzzle,3.0673727633647667,286,FedEx,02/09/2024,Delivered,10,Coupon,1283.3,Standard,Returning,No,23/10/2024,No,10.48,"Newton, Massachusetts"
Hunter,Moreno,Non-binary,18,Erie,Pennsylvania,East,035afccc-d0bf-4ea5-91b6-efbefef28a2e,9,423.64,14/04/2024,3812.76,Card,826e8ab8-bd7b-48e4-b8aa-9b8c2394162c,Furniture,Shelf,4.430551946980732,462,UPS,07/01/2025,Returned,50,Employee Discount,3572.94,Express,New,No,10/08/2024,No,741.14,"Erie, Pennsylvania"
Julie,Hampton,Male,50,New York City,New York,South,9cff0725-f084-4033-ac65-6cc975bfffd0,6,366.34,13/02/2023,2198.04,Online,335210a7-2b6b-4cb0-a51c-aa65a5004eb7,Sports,Basketball,4.439397324031492,365,FedEx,10/11/2024,In Transit,10,Coupon,1560.17,Standard,VIP,Yes,20/06/2024,No,286.89,"New York City, New York"
Chad,Anderson,Female,65,Scottsdale,Arizona,East,68138e4c-0056-4c3b-9db5-b6ac2a4fc6c0,2,42.99,05/01/2022,85.98,Card,bce76f78-3b78-469b-8844-77fd93f7c6f4,Furniture,Wardrobe,3.4901582469824213,360,FedEx,06/10/2022,Cancelled,8,Discount Card,71.35,Standard,New,Yes,21/02/2024,No,227.26,"Scottsdale, Arizona"
Donald,Chambers,Non-binary,61,Harrisburg,Pennsylvania,North,52ed4254-1f9b-4104-aa72-546c3745e033,10,25.23,20/09/2023,252.3,Online,35cff6d2-e933-4d60-a2e3-a16b2f3763d6,Sports,Shoes,1.018969380337736,90,DHL,27/06/2024,Delivered,50,Employee Discount,197.05,Standard,VIP,No,09/09/2024,Yes,263.88,"Harrisburg, Pennsylvania"
Lisa,Mccarthy,Female,55,Macon,Georgia,South,092ef418-cf30-4786-92c9-aa60fd054f9e,3,463.2,26/02/2022,1389.6,Online,7e0c4f10-d4b2-4129-b12a-c3f33643e416,Sports,Shoes,1.018969380337736,142,DHL,02/11/2022,Returned,20,Seasonal Sale,1014.69,Standard,VIP,No,16/06/2024,No,658.27,"Macon, Georgia"
Deanna,Meyer,Male,34,El Paso,Texas,East,786e0011-ac3c-4665-ab3d-59dd73f27ef0,5,207.52,04/02/2024,1037.6,Online,5c8499c4-6381-4a86-bff9-c00b9d777163,Sports,Jersey,3.5334448174848903,155,FedEx,22/04/2024,Returned,15,Birthday,538.93,Standard,VIP,No,14/11/2024,No,852.3,"El Paso, Texas"
Ryan,Anderson,Non-binary,50,Oakland,California,North,1d107870-dc41-42a6-b8be-d0026c2c061a,9,278.71,27/08/2022,2508.39,Card,22349633-2ec9-4154-83b0-a1f3eb6b6f9d,Books,Cookbook,3.1682762440519,67,FedEx,22/08/2023,Cancelled,25,Clearance Sale,2306.46,Standard,Returning,No,05/09/2024,Yes,184.71,"Oakland, California"
Jessica,Carter,Male,51,Youngstown,Ohio,North,f6702a8f-83d6-46db-a2ce-3d125df3b7ca,8,243.67,14/06/2024,1949.36,Online,bf0c61bc-7ef6-490f-b7c8-73d5453ec735,Furniture,Bed,3.5889080340637025,257,UPS,25/06/2024,In Transit,10,Coupon,1454.61,Same Day,VIP,Yes,06/07/2024,No,112.12,"Youngstown, Ohio"
Scott,Stevens,Male,41,Roswell,Georgia,North,2fc2c5af-b6f2-4447-95e7-25536e17d610,5,348.76,26/03/2023,1743.8,Online,2bac88cb-08d3-4586-bb11-2add41674925,Beauty,Soap,4.367231110476332,490,UPS,12/10/2024,Returned,8,Discount Card,995.36,Same Day,VIP,Yes,20/02/2024,No,1203.02,"Roswell, Georgia"
Erika,Knight,Female,36,Arlington,Virginia,West,19ffd928-9cd9-4774-9ae7-77a1168a5ab0,10,104.32,09/09/2023,1043.2,Online,c300abc8-83e3-42dd-8752-b0ff21c50408,Electronics,Drone,4.028354980009399,445,FedEx,22/10/2023,Delivered,15,Birthday,978.1,Express,VIP,Yes,09/11/2024,Yes,1455.99,"Arlington, Virginia"
Autumn,Potter,Male,35,San Francisco,California,North,7afd92e6-f89e-4220-998c-8fc6646f917f,3,350.35,24/04/2023,1051.05,Online,c28da237-cde6-4925-a99f-e519d7784dda,Toys,Building Blocks,4.2871690338342185,281,UPS,13/08/2024,In Transit,10,Coupon,688.23,Same Day,Returning,No,19/11/2024,Yes,1206.77,"San Francisco, California"
Dennis,Alexander,Non-binary,42,Columbus,Georgia,East,68081a3f-b382-44a5-8941-3be7fcd46d61,10,281.15,05/05/2023,2811.5,Online,2047917b-d125-488b-9df5-502d8ff31d40,Sports,Basketball,4.439397324031492,471,DHL,22/02/2024,In Transit,25,Clearance Sale,1816.79,Express,New,No,14/01/2024,No,65.13,"Columbus, Georgia"
John,Smith,Male,69,Kent,Washington,North,7b5248c0-569d-43d4-82c4-c21cdb0fd50d,1,155.88,23/12/2024,155.88,Online,85c7be74-9eb6-4284-ba0f-1ea2e945f3b3,Sports,Basketball,4.439397324031492,168,DHL,03/01/2025,Returned,10,Coupon,142.54,Express,Returning,Yes,09/05/2024,Yes,344.05,"Kent, Washington"
Donna,Douglas,Female,41,Brockton,Massachusetts,East,00a3c5a4-3817-4f06-80ac-1dfbbdb3c344,9,102.97,20/10/2024,926.73,Online,e2d1fcbe-1245-4119-9811-da2fd2f7397d,Sports,Shoes,1.018969380337736,62,DHL,11/11/2024,In Transit,50,Employee Discount,501.92,Express,VIP,No,19/04/2024,No,1454.13,"Brockton, Massachusetts"
Regina,Kim,Male,28,Bellevue,Washington,North,b286240e-e6c7-4c92-977b-dd7b4760f24e,4,399.89,19/04/2024,1599.56,Card,4f329452-a53e-4614-8338-cd1eb83ac48c,Books,Comic,3.513902321965803,493,DHL,10/07/2024,Returned,10,Coupon,1204.79,Express,New,Yes,04/10/2024,No,1281.26,"Bellevue, Washington"
Derrick,Bean,Non-binary,57,Asheville,North Carolina,South,14a25f21-e9d7-4abf-b2dd-f8f32267aa1c,10,289.91,19/05/2022,2899.1,Online,d7053be6-4fad-4cf7-a13d-57a2ebbb4117,Beauty,Foundation,4.999138937381584,201,UPS,01/11/2022,Returned,50,Employee Discount,2334.65,Express,New,Yes,15/08/2024,Yes,629.19,"Asheville, North Carolina"
Jessica,Smith,Female,33,Joliet,Illinois,South,f59cba23-8cf5-46ce-a2af-1c0485235f54,3,125.26,17/01/2022,375.78,Online,913318ea-86a4-4c76-9d0b-571698a601f4,Clothing,T-Shirt,3.6771784992571033,67,UPS,26/06/2023,In Transit,8,Discount Card,345.76,Express,Returning,No,03/09/2024,Yes,255.93,"Joliet, Illinois"
Wendy,Martin,Non-binary,70,Cambridge,Massachusetts,South,0ed0edd6-80a8-4600-8059-5ec52f5aa923,5,417.28,24/03/2024,2086.4,Online,6bf23576-be92-412e-9f2b-1d3e6b48eca0,Furniture,Bed,3.5889080340637025,384,DHL,23/08/2024,Returned,8,Discount Card,1675.38,Express,Returning,No,30/07/2024,Yes,1358.63,"Cambridge, Massachusetts"
Victoria,Dickerson,Male,53,New York City,New York,West,5a206b61-465f-40d8-81a0-f20576e6e057,5,177.25,06/03/2023,886.25,Card,0df1c760-3849-4df3-afc7-30b94d4795f1,Books,Memoir,3.1928431419206857,305,UPS,09/10/2024,Cancelled,20,Seasonal Sale,652.46,Same Day,New,Yes,28/03/2024,Yes,141.56,"New York City, New York"
Gregory,Pierce,Male,52,Chicago,Illinois,West,1880873f-2372-41aa-95d5-f1be83a8829e,2,411.36,04/09/2023,822.72,Card,9ff06d3d-6df7-4b0e-9c08-9d86b0f31e3b,Electronics,Tablet,1.516063142954867,99,FedEx,17/09/2023,Delivered,8,Discount Card,742.92,Same Day,VIP,No,06/03/2024,No,23.32,"Chicago, Illinois"
Paul,Allison,Female,68,San Antonio,Texas,West,0bcfa66f-be4d-49ec-ab53-f51562727eef,8,148.0,18/03/2023,1184.0,Card,5cf16067-ae08-4ffc-87d6-c0c8e8e43e76,Toys,Puzzle,3.0673727633647667,244,UPS,05/06/2024,In Transit,15,Birthday,761.43,Standard,Returning,Yes,01/04/2024,Yes,1453.55,"San Antonio, Texas"
Kara,Wyatt,Non-binary,69,Erie,Pennsylvania,South,b8fb074a-e618-4be6-a677-631a6978b506,9,274.08,15/05/2024,2466.72,Card,a822d1d2-2ce6-409f-ace4-f6e1cd658ae5,Beauty,Shampoo,4.132284999111057,185,FedEx,20/11/2024,In Transit,50,Employee Discount,1538.0,Express,Returning,No,12/02/2024,Yes,361.51,"Erie, Pennsylvania"
Eugene,Smith,Male,63,Newton,Massachusetts,West,ea6d8290-e980-4558-b6d4-67ea3e4ba5e7,5,371.22,03/03/2022,1856.1,Online,57571776-33aa-405a-abd4-01e995c8a8aa,Electronics,Smartwatch,4.145501300836919,450,FedEx,22/06/2024,Returned,20,Seasonal Sale,984.66,Same Day,New,Yes,25/09/2024,Yes,447.71,"Newton, Massachusetts"
Wanda,Nicholson,Female,45,Waterloo,Iowa,North,4f46a06d-dd71-4c09-99d1-4118196768f0,2,50.0,08/07/2023,100.0,Card,7ffa0d37-46a1-4ae2-9f2c-77da3bc303b9,Beauty,Perfume,4.48981981432217,141,UPS,16/10/2024,In Transit,20,Seasonal Sale,91.64,Standard,New,No,23/04/2024,No,497.14,"Waterloo, Iowa"
Betty,Callahan,Female,44,Bellevue,Washington,East,054a3378-af4b-4698-9cbd-86ef913c906f,2,156.39,17/05/2024,312.78,Online,f8b0153b-71db-489e-a5cc-fca6e3dea83d,Books,Journal,4.74730812579833,233,UPS,12/12/2024,Cancelled,50,Employee Discount,182.95,Same Day,New,Yes,06/06/2024,Yes,909.73,"Bellevue, Washington"
April,Smith,Female,36,Dubuque,Iowa,East,61793095-7c27-4728-bdb9-149da18a2431,2,336.55,01/06/2024,673.1,Online,483f6a8b-8673-4937-b972-c47b078080f8,Furniture,Bench,3.537615866524479,423,DHL,13/08/2024,Cancelled,50,Employee Discount,370.68,Same Day,New,No,14/06/2024,Yes,118.42,"Dubuque, Iowa"
Denise,Smith,Non-binary,42,Hampton,Virginia,North,60c9c841-d89f-422f-ad49-6cc3b690f858,1,62.6,27/04/2023,62.6,Online,b6bc90fa-bb48-4d3f-8f89-d51e77549c16,Toys,Kite,3.4551951622899915,76,DHL,03/05/2024,Delivered,50,Employee Discount,51.17,Same Day,New,No,25/09/2024,No,579.39,"Hampton, Virginia"
Melissa,Barnes,Female,46,Yonkers,New York,South,24478887-28b1-49e5-9a8a-9228c17fdefa,10,496.28,13/09/2024,4962.8,Online,39622b5d-0e9c-4342-ae9a-69817fd3a3a9,Beauty,Lotion,2.833312936774953,330,FedEx,19/10/2024,Delivered,10,Coupon,4512.67,Same Day,Returning,Yes,24/09/2024,No,874.39,"Yonkers, New York"
Richard,Lewis,Non-binary,49,Bellevue,Washington,South,1654b957-8013-4ecd-ba7f-75d66ab4d22c,10,478.54,12/05/2023,4785.4,Online,9605e9a5-3dc6-40f6-96cf-321d8403f132,Electronics,Smartphone,4.569364941365301,243,FedEx,31/10/2023,Cancelled,20,Seasonal Sale,2600.39,Same Day,Returning,No,18/09/2024,Yes,1088.3,"Bellevue, Washington"
Leah,Garrison,Male,36,Cleveland,Ohio,East,e7528b7f-8be0-4146-9bcf-2f967d1514ed,3,246.0,11/09/2023,738.0,Online,97c67127-d154-46b0-9aad-8f0b00a65ad1,Books,Memoir,3.1928431419206857,372,DHL,31/10/2024,Cancelled,25,Clearance Sale,668.85,Standard,VIP,Yes,24/07/2024,Yes,103.24,"Cleveland, Ohio"
Autumn,Donaldson,Male,29,Pueblo,Colorado,West,7e9e1903-0276-443b-9fe9-dd6c67f7ab4f,10,175.8,20/08/2023,1758.0,Online,c1dbc2b1-9e69-403f-9b9a-66d799ff7b00,Furniture,Sofa,3.132730006409982,183,DHL,11/10/2023,In Transit,25,Clearance Sale,1141.29,Same Day,New,No,27/10/2024,No,218.86,"Pueblo, Colorado"
Jeremy,Martinez,Male,18,Everett,Washington,North,5086cb00-b469-4af5-a443-67668dbc48a2,4,187.28,23/04/2023,749.12,Card,a6a02748-5a2c-4a94-8080-5757065d094a,Furniture,Sofa,3.132730006409982,90,UPS,03/10/2024,Cancelled,8,Discount Card,565.29,Same Day,VIP,No,30/01/2024,No,597.28,"Everett, Washington"
Kelli,Jackson,Male,20,Fresno,California,East,42f79cff-4315-46c8-b1c6-acb09f5e1659,4,370.81,23/05/2022,1483.24,Online,f793e2bd-c811-435b-a76a-902e6aad90b1,Sports,Basketball,4.439397324031492,291,DHL,30/04/2023,In Transit,15,Birthday,808.96,Same Day,VIP,No,31/07/2024,Yes,516.91,"Fresno, California"
Lisa,Baker,Female,65,Roswell,Georgia,South,2da3fb9e-03ae-4fed-97b3-8f744613b4cd,5,438.81,04/06/2023,2194.05,Card,52a98f9b-d261-4ac1-ac72-304d53476691,Books,Fantasy Book,2.541887731844636,498,DHL,22/12/2023,Cancelled,15,Birthday,1908.17,Same Day,Returning,No,02/07/2024,Yes,1266.27,"Roswell, Georgia"
Julia,Ferguson,Female,67,Fayetteville,North Carolina,East,306b0fd9-647a-4cf9-9c5c-9a196a2e8c54,6,397.12,02/01/2025,2382.72,Cash,0de61fe8-0493-4d17-bf5e-fc557e606ebc,Toys,Doll,3.127781421165114,81,DHL,08/01/2025,In Transit,50,Employee Discount,1774.41,Express,New,No,17/05/2024,No,986.58,"Fayetteville, North Carolina"
Julie,Benton,Non-binary,70,Miami,Florida,West,796774e3-5814-4676-8524-31a5f9b175cb,6,172.95,28/12/2023,1037.7,Online,251ac414-62c0-4e23-bb17-f2fd877e925d,Toys,Puzzle,3.0673727633647667,57,UPS,21/02/2024,Returned,50,Employee Discount,777.55,Same Day,New,No,24/10/2024,Yes,882.78,"Miami, Florida"
Lindsay,Marshall,Non-binary,59,Cary,North Carolina,West,eba72f30-ec6d-45c1-881e-a4649cb25ef7,4,33.48,15/02/2022,133.92,Card,3ec45a58-90c9-412e-9261-f867a2be99e9,Beauty,Lotion,2.833312936774953,276,UPS,21/05/2024,Returned,25,Clearance Sale,121.09,Same Day,Returning,Yes,09/08/2024,No,122.9,"Cary, North Carolina"
Joseph,Lopez,Non-binary,41,Mesa,Arizona,South,d2d7f491-f268-4c0c-b8cd-795f58d9527d,4,241.9,03/04/2022,967.6,Card,93d5d381-e00f-4812-945c-9493243de470,Books,Fantasy Book,2.541887731844636,393,DHL,08/04/2023,Delivered,25,Clearance Sale,845.3,Standard,New,No,04/01/2025,Yes,1076.17,"Mesa, Arizona"
Marcus,Mckee,Male,53,New York City,New York,North,b7e43cd9-2c96-4742-b645-58e632272b14,1,221.87,08/06/2024,221.87,Card,43eadad8-106c-4e6c-8b97-fe83336ac501,Furniture,Bench,3.537615866524479,85,DHL,17/08/2024,Delivered,8,Discount Card,143.42,Same Day,Returning,No,10/08/2024,Yes,396.62,"New York City, New York"
Johnathan,Morris,Male,23,Yonkers,New York,East,28532a79-8a59-4a7f-bfb9-f6b16d2f5633,7,262.98,18/04/2024,1840.86,Card,1e1cacdd-ec36-4b2b-b822-99521e6af7b7,Toys,Action Figure,4.671850955022057,384,UPS,06/10/2024,In Transit,25,Clearance Sale,1300.57,Express,New,No,23/09/2024,No,1209.85,"Yonkers, New York"
Angela,Ray,Male,65,Syracuse,New York,North,574d7510-82c5-4983-ae9c-da9e0925d970,8,38.74,26/06/2023,309.92,Card,d6e4027e-4f57-4e27-8542-f6605ba4075d,Furniture,Desk,2.3437617011037006,244,UPS,28/11/2023,In Transit,25,Clearance Sale,239.54,Standard,New,No,20/07/2024,No,1455.51,"Syracuse, New York"
Angela,Cervantes,Female,68,Allentown,Pennsylvania,East,a1ec5cef-51ce-4112-a0ce-c8689b2df306,3,303.9,21/10/2024,911.7,Cash,77626652-0270-4918-9cfc-6a2a107ee171,Furniture,Sofa,3.132730006409982,413,UPS,07/01/2025,Delivered,15,Birthday,865.84,Standard,VIP,Yes,09/11/2024,Yes,176.07,"Allentown, Pennsylvania"
Evan,Duncan,Non-binary,64,Ithaca,New York,West,d9f41c02-bc3d-4d3a-b701-0ba0aaf1fdde,3,50.69,05/02/2023,152.07,Online,fc418751-88d6-4206-9532-daa5b8cfd8b3,Furniture,Chair,2.424988352570234,489,DHL,13/07/2024,Cancelled,25,Clearance Sale,80.78,Express,Returning,Yes,09/12/2024,No,549.39,"Ithaca, New York"
Sean,Proctor,Female,44,Jacksonville,Florida,West,e5c7c1b6-575d-44fd-b626-2dc282985457,3,43.22,05/09/2023,129.66,Online,bca3f2ed-6386-4af8-8b3c-253988fbb125,Toys,Kite,3.4551951622899915,120,FedEx,26/12/2023,Delivered,25,Clearance Sale,100.86,Express,Returning,Yes,02/07/2024,Yes,622.07,"Jacksonville, Florida"
Melissa,Campbell,Non-binary,26,Alexandria,Virginia,West,5f92fcfe-807a-4e33-bb70-1b3efa17471b,9,77.66,04/02/2024,698.94,Online,b4ca3144-e23f-4e8d-878f-20500d0df359,Clothing,Socks,4.165264545266613,173,DHL,05/07/2024,Cancelled,10,Coupon,425.24,Same Day,VIP,No,05/01/2024,No,795.14,"Alexandria, Virginia"
Mary,Miller,Non-binary,69,New York City,New York,South,b66478d9-4c11-4225-a5d2-47986e7993a5,5,265.92,02/08/2024,1329.6,Cash,c84e1046-2363-4f5c-a540-843348f2a295,Furniture,Shelf,4.430551946980732,15,UPS,24/09/2024,Returned,15,Birthday,838.84,Express,New,No,19/10/2024,No,430.61,"New York City, New York"
Katherine,Edwards,Non-binary,53,Seattle,Washington,North,6697854e-557b-403e-a7bf-3f7a148e8103,3,377.63,27/01/2024,1132.89,Card,657b6925-88d3-4664-b4b3-8bcac35016eb,Books,Journal,4.74730812579833,73,UPS,24/08/2024,In Transit,15,Birthday,1018.69,Standard,New,Yes,09/12/2024,No,322.09,"Seattle, Washington"
Martin,Rowe,Female,28,Cleveland,Ohio,East,bb49e0a2-99a3-4935-87c2-8738a3343734,9,411.07,21/02/2023,3699.63,Online,973cc8f8-3a23-47a9-a61c-a3630a18dd02,Toys,Doll,3.127781421165114,171,FedEx,17/02/2024,Returned,10,Coupon,3020.38,Same Day,Returning,Yes,24/11/2024,No,198.64,"Cleveland, Ohio"
Beth,Williams,Non-binary,23,Harrisburg,Pennsylvania,East,2dcc2aa9-cd92-41f8-9a8e-caa7d239de3d,3,97.36,07/12/2024,292.08,Card,f61ff85c-2504-4901-9ab8-5a98fa93dc57,Furniture,Chair,2.424988352570234,70,DHL,23/12/2024,Delivered,50,Employee Discount,186.2,Standard,New,No,11/03/2024,No,1084.14,"Harrisburg, Pennsylvania"
Paul,Henderson,Female,59,Vancouver,Washington,West,1b491f70-b908-4c28-85f6-1dd838b8aad8,7,232.01,25/11/2022,1624.07,Cash,ed2a3671-1dbf-4814-a74f-6471b9cfb707,Beauty,Lipstick,3.5716249805401583,485,DHL,01/11/2024,Delivered,8,Discount Card,1532.47,Same Day,Returning,Yes,15/01/2024,Yes,385.98,"Vancouver, Washington"
Gina,Jones,Female,36,Alexandria,Virginia,East,4f666fe9-f1c9-4f85-94bc-632e1d713006,6,322.86,03/05/2024,1937.16,Cash,4fcd6415-4ecb-4233-aafc-084364a929c2,Beauty,Lotion,2.833312936774953,497,FedEx,16/12/2024,In Transit,15,Birthday,1618.11,Same Day,VIP,Yes,19/10/2024,Yes,1407.87,"Alexandria, Virginia"
Richard,Wells,Non-binary,24,Lynn,Massachusetts,West,2142d341-97e8-43ce-81ce-e7203f80d9c7,6,482.68,19/02/2024,2896.08,Card,cce6ed37-b48e-4d71-91df-26335ef42635,Books,Fantasy Book,2.541887731844636,337,FedEx,01/09/2024,Delivered,8,Discount Card,1556.35,Standard,New,No,05/12/2024,Yes,53.24,"Lynn, Massachusetts"
William,Mccullough,Female,33,Erie,Pennsylvania,West,44c971dc-91fd-4c3d-ab7e-844a9bb35a71,9,26.99,20/01/2022,242.91,Card,c32268e0-3bb0-4f28-8b5d-ed6470951a63,Electronics,Gaming Console,3.628097504081727,422,DHL,19/12/2022,In Transit,20,Seasonal Sale,141.91,Express,New,No,02/11/2024,Yes,207.13,"Erie, Pennsylvania"
Kelly,Ray,Non-binary,56,Fort Collins,Colorado,East,d4e6a7eb-f58b-4559-92cb-75ba85108f16,4,491.15,27/01/2024,1964.6,Online,8df77595-ab62-4ec2-8210-67cd20265b7b,Electronics,Tablet,1.516063142954867,88,UPS,08/10/2024,Delivered,20,Seasonal Sale,1333.77,Standard,New,No,14/09/2024,Yes,1297.64,"Fort Collins, Colorado"
